"Frequency","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily"
"1962-05-18","","","","1.875482","","","1.234252","","","","","1.088178","4.328806","","","","","","2.044963","6.899431","","","","","0.74695","0.355552","","","","11.74","","","","","","","0.320599","","","","","","","","","","","","0.0125","","1.630527","7.130683","","","","","","","","0.142144","","","","","","5.14749","","","","","","0.000009","","","","1","","","","",""
"1962-05-19","","","","NaN","","","NaN","","","","","NaN","NaN","","","","","","NaN","NaN","","","","","NaN","NaN","","","","NaN","","","","","","","NaN","","","","","","","","","","","","","","NaN","NaN","","","","","","","","NaN","","","","","","NaN","","","","","","NaN","","","","1","","","","",""
"1962-05-20","","","","NaN","","","NaN","","","","","NaN","NaN","","","","","","NaN","NaN","","","","","NaN","NaN","","","","NaN","","","","","","","NaN","","","","","","","","","","","","","","NaN","NaN","","","","","","","","NaN","","","","","","NaN","","","","","","NaN","","","","1","","","","",""
"1962-05-21","","","","1.875529","","","1.234283","","","","","1.088058","4.328914","","","","","","2.045014","6.899603","","","","","0.746968","0.35556","","","","11.74","","","","","","","0.320607","","","","","","","","","","","","0.0125","","1.6313","7.132133","","","","","","","","0.142198","","","","","","5.146294","","","","","","0.000009","","","","1","","","","",""
"1962-05-22","","","","1.875685","","","1.234067","","","","","1.088222","4.325114","","","","","","2.044656","6.900181","","","","","0.747112","0.355593","","","","11.74","","","","","","","0.320651","","","","","","","","","","","","0.0125","","1.631088","7.132792","","","","","","","","0.142173","","","","","","5.146718","","","","","","0.000009","","","","1","","","","",""
"1962-05-23","","","","1.87516","","","1.234155","","","","","1.088193","4.318076","","","","","","2.042764","6.899154","","","","","0.746879","0.355707","","","","11.74","","","","","","","0.320454","","","","","","","","","","","","0.0125","","1.630605","7.134464","","","","","","","","0.142143","","","","","","5.144273","","","","","","0.000009","","","","1","","","","",""
"1962-05-24","","","","1.875214","","","1.233877","","","","","1.089122","4.318577","","","","","","2.04256","6.897868","","","0.359826","","0.746987","0.355671","","","","11.74","","","","","","","0.320521","","","","","","","","","","","","0.0125","","1.630442","7.133113","","","","","","","","0.14223","","","","","","5.144752","","","","","","0.000009","","","","1","","","","",""
"1962-05-25","","","","1.874997","","","1.233757","","","","","1.088668","4.31914","","","","","","2.043378","6.897058","","","0.359826","","0.74692","0.355719","","","","11.74","","","","","","","0.32055","","","","","","","","","","","","0.0125","","1.630728","7.134059","","","","","","","","0.142186","","","","","","5.145487","","","","","","0.000009","","","","1","","","","",""
"1962-05-26","","","","NaN","","","NaN","","","","","NaN","NaN","","","","","","NaN","NaN","","","","","NaN","NaN","","","","NaN","","","","","","","NaN","","","","","","","","","","","","","","NaN","NaN","","","","","","","","NaN","","","","","","NaN","","","","","","NaN","","","","1","","","","",""
"1962-05-27","","","","NaN","","","NaN","","","","","NaN","NaN","","","","","","NaN","NaN","","","","","NaN","NaN","","","","NaN","","","","","","","NaN","","","","","","","","","","","","","","NaN","NaN","","","","","","","","NaN","","","","","","NaN","","","","","","NaN","","","","1","","","","",""
"1962-05-28","","","","1.874636","","","1.233354","","","","","1.089483","4.320229","","","","","","2.042458","6.894546","","","","","0.74695","0.355749","","","","11.74","","","","","","","0.320505","","","","","","","","","","","","0.0125","","1.63014","7.134667","","","","","","","","0.142173","","","","","","5.14582","","","","","","0.000009","","","","1","","","","",""
